multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio,match
968,CD 056 01,1932-01-01,18:43,66.0,60,AV SIEMPRE VIVA,R01,APELADA,6.0,3.0,urban_flow/data/raw/imgs/cb8c75fc1c7ccf73_patente.jpg,PCJ5661,0.42857142857142855,ERROR
971,FVIO UHP,1932-01-01,09:44,119.0,60,RUTA 9,R01,ERROR,59.0,56.0,urban_flow/data/raw/imgs/28e26a4eb646c67a_patente.jpg,FVIOUHP,1.0,OK
973,HK 06 YMX,1932-01-01,09:44,121.0,60,AV LIBERTADOR,R02,PAGADA,61.0,58.0,urban_flow/data/raw/imgs/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571428571428571,OK
975,M VU 4688,2023-08-25,18:43,132.0,60,AV LIBERTADOR,R03,ERROR,72.0,69.0,urban_flow/data/raw/imgs/3feecc5809a29627_patente.jpg,MVU4688,1.0,OK
976,99 998 68,2023-05-05,14:35,109.0,60,AV SIEMPRE VIVA,R01,PAGADA,49.0,46.0,urban_flow/data/raw/imgs/5ff91ccfc6f15d04_patente.jpg,2999961,0.5714285714285714,ERROR
977,BB 8986,2022-03-14,09:44,81.0,60,RUTA 9,R02,PAGADA,21.0,18.0,urban_flow/data/raw/imgs/7cbc7ee444622a66_patente.jpg,8b8986,0.6666666666666666,ERROR
979,X IIUME,2023-06-18,14:36,68.0,60,AV SIEMPRE VIVA,R03,APELADA,8.0,5.0,urban_flow/data/raw/imgs/64de505bd2bac82b_patente.jpg,XIIUME,1.0,OK
982,BM 351,2020-11-04,14:36,81.0,40,AV LIBERTADOR,R03,ERROR,41.0,39.0,urban_flow/data/raw/imgs/9995dfc6e0eae5a1_patente.jpg,BM3501,0.8,ERROR
983,YLO8 WUE,2023-10-07,18:44,59.0,40,AV SIEMPRE VIVA,R01,APELADA,19.0,17.0,urban_flow/data/raw/imgs/53386dae3cf13cc3_patente_2.jpg,RLOAXVY,0.2857142857142857,ERROR
988,6NCE831,1932-01-01,00:00,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,48.0,urban_flow/data/raw/imgs/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0,OK
992,TL03 GOG,2020-01-14,08:39,128.0,60,AV LIBERTADOR,R01,IMPAGA,68.0,65.0,urban_flow/data/raw/imgs/fdd963edc28bf163_patente.jpg,TL03GoG,0.8571428571428571,OK
995,VY 90 540,2021-03-27,14:36,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,26.0,urban_flow/data/raw/imgs/288a95c01e43cd14_patente_1.jpg,VY90540,1.0,OK
996,0695 DVH,1932-01-01,08:39,59.0,40,AV SIEMPRE VIVA,R03,IMPAGA,19.0,17.0,urban_flow/data/raw/imgs/a72a8cda1bb31e34_patente.jp2,RFN5D,0.2857142857142857,ERROR
997,GLEN1E,1932-01-01,00:00,83.0,40,AV LIBERTADOR,R02,PAGADA,43.0,41.0,urban_flow/data/raw/imgs/ee047c8ca2cca8a2_patente.jpg,OVIAVEL,0.16666666666666666,ERROR
1000,691 XC 80,2020-11-13,00:00,121.0,60,AV LIBERTADOR,R02,APELADA,61.0,58.0,urban_flow/data/raw/imgs/5a122adbb1a776b7_patente.jpg,691XC80,1.0,OK
1002,N HZ 1002,1932-01-01,18:44,71.0,40,RUTA 9,R03,IMPAGA,31.0,29.0,urban_flow/data/raw/imgs/53ad98b12752ad16_patente.jpg,Io810TCH,0.2857142857142857,ERROR
1007,T0Y DR,2022-12-03,09:45,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,26.0,urban_flow/data/raw/imgs/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8,ERROR
1009,HF 3461,2023-02-15,18:45,132.0,80,AV SIEMPRE VIVA,R03,APELADA,52.0,48.0,urban_flow/data/raw/imgs/a6e3b0b73220cd32_patente.jpg,GF3461,0.8333333333333334,OK
1010,OUTSTDN,1932-01-01,08:40,92.0,40,RUTA 9,R02,ERROR,52.0,50.0,urban_flow/data/raw/imgs/86c92b0402fec141_patente.jpg,41RSTZ,0.2857142857142857,ERROR
1012,HF 3461,2020-06-03,00:00,74.0,40,RUTA 9,,ERROR,34.0,32.0,urban_flow/data/raw/imgs/a6e3b0b73220cd32_patente.jpg,GF3461,0.8333333333333334,OK
1013,8B90638,2020-11-15,00:00,55.0,40,RUTA 9,R01,PAGADA,15.0,13.0,urban_flow/data/raw/imgs/6a0ef049e5ec4b16_patente.jpg,8B90638,1.0,OK
1014,WU08 YWC,2020-08-29,08:40,126.0,80,RUTA 9,R01,ERROR,46.0,42.0,urban_flow/data/raw/imgs/2c09fab0221652c5_patente.jpg,NUOBYIC,0.42857142857142855,ERROR
1016,BP717,1932-01-01,18:45,82.0,60,AV SIEMPRE VIVA,R03,APELADA,22.0,19.0,urban_flow/data/raw/imgs/e1120bfe48f85c1b_patente.jpg,BP2717,0.4,ERROR
1018,3646 HBH,2022-08-08,18:45,126.0,60,AV SIEMPRE VIVA,R03,ERROR,66.0,63.0,urban_flow/data/raw/imgs/d565d93637d4e76d_patente.jpg,B1G7HD,0.14285714285714285,ERROR
1019,HAMSTUR,2020-11-27,18:45,71.0,60,AV LIBERTADOR,R03,IMPAGA,11.0,8.0,urban_flow/data/raw/imgs/86c92b0402fec141_patente.jpg,41RSTZ,0.2857142857142857,ERROR
1021,T0Y DR,2023-03-14,18:46,79.0,40,AV SIEMPRE VIVA,,APELADA,39.0,37.0,urban_flow/data/raw/imgs/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8,ERROR
1022,831 MDB,2021-10-03,09:46,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0,urban_flow/data/raw/imgs/628a23a43f19c4db_patente.jpg,83MDB,0.3333333333333333,ERROR
1026,81ZFJD,2021-02-08,08:40,119.0,40,RUTA 9,R03,APELADA,79.0,77.0,urban_flow/data/raw/imgs/d565d93637d4e76d_patente.jpg,B1G7HD,0.3333333333333333,ERROR
1027,HF 3461,1932-01-01,08:40,117.0,60,AV SIEMPRE VIVA,,APELADA,57.0,54.0,urban_flow/data/raw/imgs/a6e3b0b73220cd32_patente.jpg,GF3461,0.8333333333333334,OK
1032,M VU 4688,2020-01-22,09:46,138.0,60,RUTA 9,R03,IMPAGA,78.0,75.0,urban_flow/data/raw/imgs/3feecc5809a29627_patente.jpg,MVU4688,1.0,OK
1033,DI2 LOT,2022-05-15,08:41,114.0,40,AV SIEMPRE VIVA,,APELADA,74.0,72.0,urban_flow/data/raw/imgs/4ee3f0e9a2fb20a9_patente.jpg,6522DaayahyJla,0.16666666666666666,ERROR
1035,VY 90 540,2023-09-24,08:41,118.0,40,AV LIBERTADOR,R02,PAGADA,78.0,76.0,urban_flow/data/raw/imgs/288a95c01e43cd14_patente_1.jpg,VY90540,1.0,OK
1037,HF 58 HXP,2021-03-22,00:00,91.0,80,RUTA 9,R01,IMPAGA,11.0,7.0,urban_flow/data/raw/imgs/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.8571428571428571,OK
1043,M20 CPR,1932-01-01,00:00,140.0,60,AV LIBERTADOR,R03,APELADA,80.0,77.0,urban_flow/data/raw/imgs/d648b2ae1abc09f3_patente.jpg,aoGCP332,0.3333333333333333,ERROR
1046,99 998 68,1932-01-01,14:38,101.0,60,RUTA 9,R02,APELADA,41.0,38.0,urban_flow/data/raw/imgs/5ff91ccfc6f15d04_patente.jpg,2999961,0.5714285714285714,ERROR
1048,41 RS TZ,1932-01-01,14:38,118.0,60,AV SIEMPRE VIVA,R01,PAGADA,58.0,55.0,urban_flow/data/raw/imgs/86c92b0402fec141_patente.jpg,41RSTZ,1.0,OK
1049,GOOGLE,1932-01-01,09:47,86.0,40,AV SIEMPRE VIVA,R01,ERROR,46.0,44.0,urban_flow/data/raw/imgs/b9f5b9acf1777acf.jpg,A60GLENIE,0.5,ERROR
1050,GOOGLE,2023-04-07,00:00,69.0,60,AV LIBERTADOR,,APELADA,9.0,6.0,urban_flow/data/raw/imgs/b9f5b9acf1777acf.jpg,A60GLENIE,0.5,ERROR
1053,691 XC 80,1932-01-01,08:41,129.0,60,AV LIBERTADOR,R03,ERROR,69.0,66.0,urban_flow/data/raw/imgs/5a122adbb1a776b7_patente.jpg,691XC80,1.0,OK
1058,BM 351,2023-10-20,09:47,135.0,80,AV LIBERTADOR,,IMPAGA,55.0,51.0,urban_flow/data/raw/imgs/9995dfc6e0eae5a1_patente.jpg,BM3501,0.8,ERROR
1062,UM 96 201,2023-08-10,18:47,93.0,60,AV LIBERTADOR,R03,PAGADA,33.0,30.0,urban_flow/data/raw/imgs/09453a7c716a9ef3_patente.jpg,UM96201,1.0,OK
1063,409,2024-01-02,14:39,126.0,80,RUTA 9,R01,IMPAGA,46.0,42.0,urban_flow/data/raw/imgs/246a0e4264a39433_patente.jpg,509222,0.6666666666666666,ERROR
1064,RFH 373,2021-07-09,18:47,117.0,80,AV LIBERTADOR,R01,ERROR,37.0,33.0,urban_flow/data/raw/imgs/a72a8cda1bb31e34_patente.jp2,RFN5D,0.3333333333333333,ERROR
1065,HF 3461,1932-01-01,08:42,120.0,80,AV SIEMPRE VIVA,,PAGADA,40.0,36.0,urban_flow/data/raw/imgs/a6e3b0b73220cd32_patente.jpg,GF3461,0.8333333333333334,OK
1068,GOOGLE,2023-05-04,14:39,45.0,40,AV SIEMPRE VIVA,,PAGADA,5.0,3.0,urban_flow/data/raw/imgs/b9f5b9acf1777acf.jpg,A60GLENIE,0.5,ERROR
1069,GLEN1E,1932-01-01,08:42,61.0,40,AV LIBERTADOR,,PAGADA,21.0,19.0,urban_flow/data/raw/imgs/ee047c8ca2cca8a2_patente.jpg,OVIAVEL,0.16666666666666666,ERROR
1074,T0Y DR,2023-10-10,09:48,157.0,80,AV SIEMPRE VIVA,R02,IMPAGA,77.0,73.0,urban_flow/data/raw/imgs/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8,ERROR
1077,DK 414 N,1932-01-01,08:42,119.0,80,RUTA 9,R02,ERROR,39.0,35.0,urban_flow/data/raw/imgs/2a3e44107826e876_patente.jpg,DK414N,1.0,OK
1079,UW3932,2022-11-27,18:48,141.0,80,AV LIBERTADOR,R01,IMPAGA,61.0,57.0,urban_flow/data/raw/imgs/b25d7d2cb7abf86b_patente_1.jpg,UK3932VIRGINIA,0.8333333333333334,OK
1080,WE FLYN,1932-01-01,14:39,148.0,80,RUTA 9,R01,APELADA,68.0,64.0,urban_flow/data/raw/imgs/d9fa2abf3719a4bd_patente_2.jpg,WASHINGTONA69985T,0.3333333333333333,ERROR
1081,YLO8 WUE,2022-08-07,14:40,97.0,40,RUTA 9,,PAGADA,57.0,55.0,urban_flow/data/raw/imgs/53386dae3cf13cc3_patente_2.jpg,RLOAXVY,0.2857142857142857,ERROR
1082,AWS 167,2023-03-17,09:48,131.0,60,AV SIEMPRE VIVA,R03,ERROR,71.0,68.0,urban_flow/data/raw/imgs/e82f13b4a2fe69f3_patente_1.jpg,J1S1,0.3333333333333333,ERROR
1085,81ZFJD,2023-06-08,18:48,123.0,80,AV LIBERTADOR,R01,IMPAGA,43.0,39.0,urban_flow/data/raw/imgs/d565d93637d4e76d_patente.jpg,B1G7HD,0.3333333333333333,ERROR
1087,GN64 OTP,2023-05-19,09:48,101.0,40,AV LIBERTADOR,,IMPAGA,61.0,59.0,urban_flow/data/raw/imgs/a6e3b0b73220cd32_patente.jpg,GF3461,0.2857142857142857,ERROR
1088,990 XYK,2024-01-21,18:48,85.0,80,AV SIEMPRE VIVA,R01,ERROR,5.0,1.0,urban_flow/data/raw/imgs/11f80fda2c38011c.jpg,990XKK,0.8333333333333334,OK
1089,UW3932,2021-03-02,08:43,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0,urban_flow/data/raw/imgs/b25d7d2cb7abf86b_patente_1.jpg,UK3932VIRGINIA,0.8333333333333334,OK
1090,66 111 72,2024-02-06,00:00,136.0,80,AV SIEMPRE VIVA,R03,PAGADA,56.0,52.0,urban_flow/data/raw/imgs/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0,OK
1091,FVIO UHP,2022-05-08,14:40,142.0,80,AV LIBERTADOR,R01,APELADA,62.0,58.0,urban_flow/data/raw/imgs/28e26a4eb646c67a_patente.jpg,FVIOUHP,1.0,OK
1094,TL03 GOG,2022-07-01,14:40,113.0,60,RUTA 9,R01,PAGADA,53.0,50.0,urban_flow/data/raw/imgs/fdd963edc28bf163_patente.jpg,TL03GoG,0.8571428571428571,OK
1095,GE 1466,2021-02-15,14:41,86.0,40,RUTA 9,R03,PAGADA,46.0,44.0,urban_flow/data/raw/imgs/a3ad91fabd188be3_patente.jpg,6E1466_,0.8333333333333334,OK
1097,M43 1ZW,1932-01-01,00:00,69.0,60,AV LIBERTADOR,R02,PAGADA,9.0,6.0,urban_flow/data/raw/imgs/299f0363ae21d1c3_patente.jpg,M431ZK,0.8333333333333334,OK
1101,6EVY261,2022-03-09,18:49,47.0,40,AV SIEMPRE VIVA,R01,APELADA,7.0,5.0,urban_flow/data/raw/imgs/081f5a6bc61b9c48_patente.jpg,6EVY261,1.0,OK
1102,FD 1475,2023-06-12,09:49,140.0,80,RUTA 9,R02,ERROR,60.0,56.0,urban_flow/data/raw/imgs/d8daed582e6cce2d_patente.jpg,FD1475,1.0,OK
1105,W326 AVE,2023-08-20,14:41,96.0,40,AV LIBERTADOR,,ERROR,56.0,54.0,urban_flow/data/raw/imgs/4ee3f0e9a2fb20a9_patente.jpg,6522DaayahyJla,0.14285714285714285,ERROR
1108,GN64 OTP,1932-01-01,18:49,85.0,60,RUTA 9,R03,ERROR,25.0,22.0,urban_flow/data/raw/imgs/a6e3b0b73220cd32_patente.jpg,GF3461,0.2857142857142857,ERROR
1109,T0Y DR,2023-04-11,14:41,90.0,80,AV LIBERTADOR,,ERROR,10.0,6.0,urban_flow/data/raw/imgs/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8,ERROR
1113,INTIGR8,2022-07-15,00:00,95.0,40,AV SIEMPRE VIVA,R02,PAGADA,55.0,53.0,urban_flow/data/raw/imgs/0ee91c4938b6e7ee_patente.jpg,6NCE831,0.14285714285714285,ERROR
1115,6EVY261,1932-01-01,00:00,121.0,80,AV LIBERTADOR,,ERROR,41.0,37.0,urban_flow/data/raw/imgs/081f5a6bc61b9c48_patente.jpg,6EVY261,1.0,OK
1117,BHRP 770,2020-01-14,09:49,158.0,80,RUTA 9,,APELADA,78.0,74.0,urban_flow/data/raw/imgs/321ffb38656f7311_patente.jpg,BHRP770,1.0,OK
1120,T0Y DR,2020-09-28,18:50,68.0,40,AV LIBERTADOR,R03,IMPAGA,28.0,26.0,urban_flow/data/raw/imgs/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8,ERROR
1125,3646 HBH,2021-08-03,08:44,142.0,80,AV LIBERTADOR,,ERROR,62.0,58.0,urban_flow/data/raw/imgs/d565d93637d4e76d_patente.jpg,B1G7HD,0.14285714285714285,ERROR
1126,DK 414 N,2022-05-22,08:44,88.0,40,RUTA 9,R03,ERROR,48.0,46.0,urban_flow/data/raw/imgs/2a3e44107826e876_patente.jpg,DK414N,1.0,OK
1127,29 999 61,2023-11-10,00:00,88.0,60,AV LIBERTADOR,R02,APELADA,28.0,25.0,urban_flow/data/raw/imgs/5ff91ccfc6f15d04_patente.jpg,2999961,1.0,OK
1128,INTIGR8,2023-05-25,00:00,114.0,60,AV SIEMPRE VIVA,R02,APELADA,54.0,51.0,urban_flow/data/raw/imgs/0ee91c4938b6e7ee_patente.jpg,6NCE831,0.14285714285714285,ERROR
1129,X IIUME,1932-01-01,14:42,158.0,80,AV SIEMPRE VIVA,R03,IMPAGA,78.0,74.0,urban_flow/data/raw/imgs/64de505bd2bac82b_patente.jpg,XIIUME,1.0,OK
1137,AWS 167,1932-01-01,18:50,56.0,40,RUTA 9,R01,ERROR,16.0,14.0,urban_flow/data/raw/imgs/e82f13b4a2fe69f3_patente_1.jpg,J1S1,0.3333333333333333,ERROR
1139,GLEN1E,1932-01-01,14:42,75.0,40,AV SIEMPRE VIVA,R02,PAGADA,35.0,33.0,urban_flow/data/raw/imgs/ee047c8ca2cca8a2_patente.jpg,OVIAVEL,0.16666666666666666,ERROR
1140,990 XYK,2021-06-10,18:50,103.0,40,AV SIEMPRE VIVA,,PAGADA,63.0,61.0,urban_flow/data/raw/imgs/11f80fda2c38011c.jpg,990XKK,0.8333333333333334,OK
1141,J1S1,1932-01-01,00:00,91.0,40,AV SIEMPRE VIVA,R03,APELADA,51.0,49.0,urban_flow/data/raw/imgs/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0,OK
1145,66 111 72,2022-11-05,00:00,150.0,80,AV LIBERTADOR,,ERROR,70.0,66.0,urban_flow/data/raw/imgs/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0,OK
1147,AI7 OVF,2020-03-16,14:42,114.0,60,AV LIBERTADOR,R01,ERROR,54.0,51.0,urban_flow/data/raw/imgs/747b0f12f54703ee_patente.jpg,AI70VF,0.8333333333333334,OK
1148,WU08 YWC,2021-03-01,14:42,146.0,80,AV LIBERTADOR,R03,IMPAGA,66.0,62.0,urban_flow/data/raw/imgs/2c09fab0221652c5_patente.jpg,NUOBYIC,0.42857142857142855,ERROR
1149,BB 8986,2020-03-05,09:51,73.0,60,RUTA 9,,ERROR,13.0,10.0,urban_flow/data/raw/imgs/7cbc7ee444622a66_patente.jpg,8b8986,0.6666666666666666,ERROR
1150,99 998 68,2023-12-29,08:45,123.0,80,AV LIBERTADOR,,PAGADA,43.0,39.0,urban_flow/data/raw/imgs/5ff91ccfc6f15d04_patente.jpg,2999961,0.5714285714285714,ERROR
1155,6NCE831,2023-11-18,08:45,140.0,80,RUTA 9,,IMPAGA,60.0,56.0,urban_flow/data/raw/imgs/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0,OK
1156,M43 1ZW,2021-08-20,00:00,114.0,60,AV SIEMPRE VIVA,R03,PAGADA,54.0,51.0,urban_flow/data/raw/imgs/299f0363ae21d1c3_patente.jpg,M431ZK,0.8333333333333334,OK
1162,6NCE831,2022-02-10,08:46,62.0,40,AV LIBERTADOR,R01,PAGADA,22.0,20.0,urban_flow/data/raw/imgs/0ee91c4938b6e7ee_patente.jpg,6NCE831,1.0,OK
1164,AWS 167,2020-02-03,08:46,85.0,40,RUTA 9,R01,IMPAGA,45.0,43.0,urban_flow/data/raw/imgs/e82f13b4a2fe69f3_patente_1.jpg,J1S1,0.3333333333333333,ERROR
1165,409,2023-03-20,09:51,111.0,40,AV LIBERTADOR,R03,IMPAGA,71.0,69.0,urban_flow/data/raw/imgs/246a0e4264a39433_patente.jpg,509222,0.6666666666666666,ERROR
1166,PIW 4215,1932-01-01,08:46,109.0,80,AV SIEMPRE VIVA,,APELADA,29.0,25.0,urban_flow/data/raw/imgs/19eba8ac64eed194_patente_1.jpg,PiN4215,0.7142857142857143,ERROR
1167,81ZFJD,2021-10-18,09:51,113.0,40,AV SIEMPRE VIVA,R02,IMPAGA,73.0,71.0,urban_flow/data/raw/imgs/d565d93637d4e76d_patente.jpg,B1G7HD,0.3333333333333333,ERROR
1169,29 999 61,2023-12-02,00:00,155.0,80,RUTA 9,R02,APELADA,75.0,71.0,urban_flow/data/raw/imgs/5ff91ccfc6f15d04_patente.jpg,2999961,1.0,OK
1170,81ZFJD,2023-02-06,00:00,116.0,60,AV SIEMPRE VIVA,R02,IMPAGA,56.0,53.0,urban_flow/data/raw/imgs/d565d93637d4e76d_patente.jpg,B1G7HD,0.3333333333333333,ERROR
1172,YLO8 WUE,1932-01-01,08:47,108.0,40,AV LIBERTADOR,,IMPAGA,68.0,66.0,urban_flow/data/raw/imgs/53386dae3cf13cc3_patente_2.jpg,RLOAXVY,0.2857142857142857,ERROR
1173,29 999 61,2023-04-13,14:43,112.0,80,RUTA 9,,PAGADA,32.0,28.0,urban_flow/data/raw/imgs/5ff91ccfc6f15d04_patente.jpg,2999961,1.0,OK
1176,409,2020-06-01,08:47,90.0,80,RUTA 9,R03,APELADA,10.0,6.0,urban_flow/data/raw/imgs/246a0e4264a39433_patente.jpg,509222,0.6666666666666666,ERROR
1181,N HZ 1002,2020-11-13,18:51,71.0,40,RUTA 9,R03,APELADA,31.0,29.0,urban_flow/data/raw/imgs/53ad98b12752ad16_patente.jpg,Io810TCH,0.2857142857142857,ERROR
1184,HK 06 YMX,1932-01-01,18:52,116.0,60,AV SIEMPRE VIVA,R01,ERROR,56.0,53.0,urban_flow/data/raw/imgs/9a4fe6361597f264_patente.jpg,HKO6YMX,0.8571428571428571,OK
1186,WE FLYN,1932-01-01,09:52,121.0,60,AV LIBERTADOR,R03,ERROR,61.0,58.0,urban_flow/data/raw/imgs/d9fa2abf3719a4bd_patente_2.jpg,WASHINGTONA69985T,0.3333333333333333,ERROR
1190,FD 1475,2022-03-04,00:00,58.0,40,AV LIBERTADOR,R03,ERROR,18.0,16.0,urban_flow/data/raw/imgs/d8daed582e6cce2d_patente.jpg,FD1475,1.0,OK
1191,WU08 YWC,2020-05-01,00:00,86.0,80,AV SIEMPRE VIVA,R01,PAGADA,6.0,2.0,urban_flow/data/raw/imgs/2c09fab0221652c5_patente.jpg,NUOBYIC,0.42857142857142855,ERROR
1193,CT5 B876,1932-01-01,18:52,46.0,40,RUTA 9,R03,ERROR,6.0,4.0,urban_flow/data/raw/imgs/ccc1a2d44a290368_patente.jpg,C26727Ca,0.2857142857142857,ERROR
1194,M PX 9357,1932-01-01,14:44,143.0,80,AV SIEMPRE VIVA,,ERROR,63.0,59.0,urban_flow/data/raw/imgs/182268e1f8c6525f_patente.jpg,MPX9357,1.0,OK
1195,AI7 OVF,1932-01-01,09:52,60.0,40,RUTA 9,R01,IMPAGA,20.0,18.0,urban_flow/data/raw/imgs/747b0f12f54703ee_patente.jpg,AI70VF,0.8333333333333334,OK
1197,GOOGLE,2023-02-13,08:47,67.0,60,AV LIBERTADOR,R02,PAGADA,7.0,4.0,urban_flow/data/raw/imgs/b9f5b9acf1777acf.jpg,A60GLENIE,0.5,ERROR
1200,WU08 YWC,1932-01-01,14:44,111.0,60,RUTA 9,R01,IMPAGA,51.0,48.0,urban_flow/data/raw/imgs/2c09fab0221652c5_patente.jpg,NUOBYIC,0.42857142857142855,ERROR
1203,BB 8986,1932-01-01,00:00,104.0,60,AV LIBERTADOR,R01,APELADA,44.0,41.0,urban_flow/data/raw/imgs/7cbc7ee444622a66_patente.jpg,8b8986,0.6666666666666666,ERROR
1204,HF 3461,1932-01-01,18:53,94.0,80,AV SIEMPRE VIVA,R01,PAGADA,14.0,10.0,urban_flow/data/raw/imgs/a6e3b0b73220cd32_patente.jpg,GF3461,0.8333333333333334,OK
1208,66 111 72,2020-05-07,18:53,61.0,40,AV LIBERTADOR,R03,ERROR,21.0,19.0,urban_flow/data/raw/imgs/7a1f9520c7ecd5b1_patente.jpg,6611172,1.0,OK
1209,GN64 OTP,2021-07-13,09:53,118.0,80,AV LIBERTADOR,R02,PAGADA,38.0,34.0,urban_flow/data/raw/imgs/a6e3b0b73220cd32_patente.jpg,GF3461,0.2857142857142857,ERROR
1211,WE FLYN,2022-11-22,09:53,105.0,40,AV SIEMPRE VIVA,,APELADA,65.0,63.0,urban_flow/data/raw/imgs/d9fa2abf3719a4bd_patente_2.jpg,WASHINGTONA69985T,0.3333333333333333,ERROR
1221,BM 351,2020-05-20,00:00,125.0,80,AV SIEMPRE VIVA,R02,ERROR,45.0,41.0,urban_flow/data/raw/imgs/9995dfc6e0eae5a1_patente.jpg,BM3501,0.8,ERROR
1224,PIW 4215,2023-08-04,14:44,134.0,80,AV SIEMPRE VIVA,,PAGADA,54.0,50.0,urban_flow/data/raw/imgs/19eba8ac64eed194_patente_1.jpg,PiN4215,0.7142857142857143,ERROR
1226,X IIUME,2021-02-10,09:53,98.0,80,AV LIBERTADOR,,PAGADA,18.0,14.0,urban_flow/data/raw/imgs/64de505bd2bac82b_patente.jpg,XIIUME,1.0,OK
1230,GCP332,2020-06-08,09:54,111.0,40,AV LIBERTADOR,R01,IMPAGA,71.0,69.0,urban_flow/data/raw/imgs/b25d7d2cb7abf86b_patente_1.jpg,UK3932VIRGINIA,0.3333333333333333,ERROR
1231,BHRP 770,2022-12-11,14:44,115.0,60,AV LIBERTADOR,R02,APELADA,55.0,52.0,urban_flow/data/raw/imgs/321ffb38656f7311_patente.jpg,BHRP770,1.0,OK
1236,T0Y DR,1932-01-01,00:00,120.0,60,AV SIEMPRE VIVA,R02,PAGADA,60.0,57.0,urban_flow/data/raw/imgs/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8,ERROR
1242,409,2021-12-25,00:00,107.0,60,AV LIBERTADOR,R02,PAGADA,47.0,44.0,urban_flow/data/raw/imgs/246a0e4264a39433_patente.jpg,509222,0.6666666666666666,ERROR
1246,WE FLYN,2023-03-05,08:49,46.0,40,RUTA 9,R02,ERROR,6.0,4.0,urban_flow/data/raw/imgs/d9fa2abf3719a4bd_patente_2.jpg,WASHINGTONA69985T,0.3333333333333333,ERROR
1248,VTII AHV,1932-01-01,14:45,49.0,40,RUTA 9,,PAGADA,9.0,7.0,urban_flow/data/raw/imgs/28e26a4eb646c67a_patente.jpg,FVIOUHP,0.2857142857142857,ERROR
1249,81ZFJD,2021-05-19,00:00,120.0,40,RUTA 9,,ERROR,80.0,78.0,urban_flow/data/raw/imgs/d565d93637d4e76d_patente.jpg,B1G7HD,0.3333333333333333,ERROR
1251,6EVY261,2023-01-05,14:45,133.0,60,AV SIEMPRE VIVA,,ERROR,73.0,70.0,urban_flow/data/raw/imgs/081f5a6bc61b9c48_patente.jpg,6EVY261,1.0,OK
1254,HF 58 HXP,2023-07-28,00:00,86.0,80,AV SIEMPRE VIVA,R03,IMPAGA,6.0,2.0,urban_flow/data/raw/imgs/9a795bbf4e94d630_patente.jpg,HF5BHXP,0.8571428571428571,OK
1255,T0Y DR,2020-12-01,09:54,139.0,60,AV LIBERTADOR,R03,APELADA,79.0,76.0,urban_flow/data/raw/imgs/4cb48c8bf41b70a4_patente.jpg,TBYDR,0.8,ERROR
1256,BX 55 DOG,2023-02-18,00:00,156.0,80,AV SIEMPRE VIVA,,ERROR,76.0,72.0,urban_flow/data/raw/imgs/9995dfc6e0eae5a1_patente.jpg,BM3501,0.2857142857142857,ERROR
1257,J1S1,2023-08-09,08:50,60.0,40,AV LIBERTADOR,R01,IMPAGA,20.0,18.0,urban_flow/data/raw/imgs/e82f13b4a2fe69f3_patente_1.jpg,J1S1,1.0,OK
1258,AWS 167,2020-11-05,09:55,107.0,40,AV SIEMPRE VIVA,R01,APELADA,67.0,65.0,urban_flow/data/raw/imgs/e82f13b4a2fe69f3_patente_1.jpg,J1S1,0.3333333333333333,ERROR
1259,691 XC 80,2022-11-29,00:00,117.0,80,AV LIBERTADOR,,APELADA,37.0,33.0,urban_flow/data/raw/imgs/5a122adbb1a776b7_patente.jpg,691XC80,1.0,OK
1260,FD 1475,2022-01-23,08:50,79.0,60,AV SIEMPRE VIVA,R02,IMPAGA,19.0,16.0,urban_flow/data/raw/imgs/d8daed582e6cce2d_patente.jpg,FD1475,1.0,OK
1263,M43 1ZW,2021-02-19,09:55,120.0,60,RUTA 9,R03,APELADA,60.0,57.0,urban_flow/data/raw/imgs/299f0363ae21d1c3_patente.jpg,M431ZK,0.8333333333333334,OK
1264,M43 1ZW,2021-09-19,08:50,132.0,60,AV LIBERTADOR,R01,ERROR,72.0,69.0,urban_flow/data/raw/imgs/299f0363ae21d1c3_patente.jpg,M431ZK,0.8333333333333334,OK
